npi,code,code_description,gold_card_status,start_date,end_date,pas,approval_rate
1801081039,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,5,100%
1801081039,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,5,100%
1801143144,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,6,50%
1801189949,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,19,68%
1801189949,36478,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 1ST VEIN,no,10/1/2022,12/31/9999,30,57%
1801258025,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,57%
1801835749,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,17%
1801884531,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1801900352,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,38,100%
1811101512,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,5,100%
1811101512,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,5,100%
1811101512,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,7,43%
1811169501,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,no,10/1/2022,12/31/9999,8,88%
1811169501,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,16,100%
1811338361,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,14,79%
1811900285,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1811939606,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,86%
1811971914,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,8,100%
1821093626,J9035,INJECTION BEVACIZUMAB 10 MG,yes,10/1/2022,12/31/9999,9,100%
1821172354,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,9,56%
1821286824,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,yes,10/1/2022,12/31/9999,5,100%
1821346628,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,6,83%
1821346628,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,6,83%
1821490160,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1831119882,74183,MRI ABDOMEN W/O & W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1831125319,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,8,100%
1831141993,REHABILITATION,COMPREHENSIVE INPATIENT REHABILITATION FACILITY // DAY(S),yes,10/1/2022,12/31/9999,11,91%
1831159789,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1831304104,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1831337096,36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,8,88%
1831337096,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,8,88%
1831354851,50590,LITHOTRIPSY XTRCORP SHOCK WAVE,yes,10/1/2022,12/31/9999,5,100%
1831354851,52356,CYSTO/URETERO W/LITHOTRIPSY &INDWELL STENT INSRT,yes,10/1/2022,12/31/9999,21,100%
1831354851,72197,MRI PELVIS W/O & W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,9,67%
1831354851,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,13,92%
1831354851,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,yes,10/1/2022,12/31/9999,22,100%
1831485192,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,11,100%
1831485192,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,yes,10/1/2022,12/31/9999,5,100%
1831576925,99241,OFFICE CONSULTATION NEW/ESTAB PATIENT 15 MIN,no,10/1/2022,12/31/9999,8,25%
1841219912,S0201,PARTIAL HOSITALIZATION SERVICES < 24 HR PER DIEM,yes,10/1/2022,12/31/9999,5,100%
1841219912,SUBSTANCE ABUSE,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FACILITY // DAY(S),yes,10/1/2022,12/31/9999,5,100%
1841248846,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,7,100%
1841254331,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,67%
1841283389,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,11,91%
1841585304,10005,FINE NEEDLE ASPIRATION BX W/US GDN 1ST LESION,no,10/1/2022,12/31/9999,9,33%
1841634136,11042,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,yes,10/1/2022,12/31/9999,11,100%
1841634136,73718,MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,no,10/1/2022,12/31/9999,5,40%
1841744158,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,6,100%
1851375778,29880,ARTHRS KNEE W/MENISCECTOMY MED&LAT W/SHAVING,yes,10/1/2022,12/31/9999,12,92%
1851375778,29881,ARTHRS KNE SURG W/MENISCECTOMY MED/LAT W/SHVG,yes,10/1/2022,12/31/9999,12,92%
1851375778,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,8,100%
1851375778,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,14,93%
1851392823,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,5,100%
1851392823,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,5,100%
1851392823,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1851551741,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,83%
1851559595,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,63%
1851619589,99204,OFFICE OUTPATIENT NEW 45 MINUTES,no,10/1/2022,12/31/9999,9,44%
1851619589,99244,OFFICE CONSULTATION NEW/ESTAB PATIENT 60 MIN,no,10/1/2022,12/31/9999,9,44%
1861422479,62323,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,yes,10/1/2022,12/31/9999,8,100%
1861422479,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,86%
1861425605,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,26,100%
1861459927,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1861498743,H0009,ALCOHOL &OR DRUG SERVICES; ACUTE DTOX HOSP IP,no,10/1/2022,12/31/9999,8,88%
1861498743,H0010,ALCOHOL &/ DRUG SRVC; SUB-ACUTE DTOX RES PROG IP,yes,10/1/2022,12/31/9999,43,95%
1861498743,H0015,ALCOHL&/RX SRVC;INTENSV OP;CRISIS INTRVN&ACTV TX,yes,10/1/2022,12/31/9999,26,100%
1861498743,H0017,BEHAVIORAL HEALTH; RES W/O ROOM&BOARD PER DIEM,yes,10/1/2022,12/31/9999,32,100%
1861498743,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,25,100%
1861498743,SUBSTANCE ABUSE,INPATIENT PSYCHIATRIC FACILITY // DAY(S),no,10/1/2022,12/31/9999,44,80%
1861498743,SUBSTANCE ABUSE,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FACILITY // DAY(S),no,10/1/2022,12/31/9999,58,86%
1861750044,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,yes,10/1/2022,12/31/9999,5,100%
1861750044,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,15,87%
1861750044,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,no,10/1/2022,12/31/9999,47,87%
1861750044,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,no,10/1/2022,12/31/9999,45,87%
1871555052,E0652,PNEUMAT COMPRS SEG HOM MDL W/CALBRTD GRADNT PRSS,yes,10/1/2022,12/31/9999,6,100%
1871903484,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,5,40%
1871903484,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,29,93%
1871903484,DIAGNOSTIC MEDICAL,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,6,100%
1871903484,DIAGNOSTIC MEDICAL,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,9,100%
1871903484,MRI SCAN,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,21,100%
1871977843,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,38%
1881636231,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,9,100%
1881647295,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,5,100%
1881804540,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,5,80%
1881829695,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,14%
1881891489,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,20%
1891014114,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,17,82%
1891014114,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,31,90%
1891014114,DIAGNOSTIC MEDICAL,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,12,100%
1891014114,DIAGNOSTIC MEDICAL,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,8,100%
1891014114,MEDICAL CARE,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,6,100%
1891014114,MEDICAL CARE,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,10,100%
1891014114,MRI SCAN,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,26,92%
1891721338,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,10,100%
1891721338,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,12,100%
1891721338,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,12,100%
1891721338,93268,XTRNL PT ACTIV ECG TRANSMIS W/R&I </30 DAYS,yes,10/1/2022,12/31/9999,6,100%
1891734778,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1891794996,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,5,100%
1891798682,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,19,89%
1891798682,36471,INJECTION SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,27,81%
1891798682,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,27,81%
1891798856,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,16,94%
1891911228,SURGICAL,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,33%
1902011448,11042,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,no,10/1/2022,12/31/9999,11,82%
1902011448,17250,CHEMICAL CAUTERIZATION OF GRANULATION TISSUE,no,10/1/2022,12/31/9999,10,80%
1902093263,74183,MRI ABDOMEN W/O & W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,60%
1902878473,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,11,91%
1912342908,77014,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,yes,10/1/2022,12/31/9999,5,100%
1912342908,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,11,100%
1912342908,77280,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,yes,10/1/2022,12/31/9999,9,100%
1912342908,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,11,100%
1912342908,77295,3-D RADIOTHERAPY PLAN DOSE-VOLUME HISTOGRAMS,yes,10/1/2022,12/31/9999,6,100%
1912342908,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,10,100%
1912342908,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,11,100%
1912342908,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,11,100%
1912342908,77427,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,yes,10/1/2022,12/31/9999,11,100%
1912342908,77470,SPECIAL TREATMENT PROCEDURE,yes,10/1/2022,12/31/9999,5,100%
1912931049,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,yes,10/1/2022,12/31/9999,7,100%
1912982489,50360,RENAL ALTRNSPLJ IMPLTJ GRF W/O RCP NEPHRECTOMY,no,10/1/2022,12/31/9999,7,86%
1912982489,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,12,92%
1912982489,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,14,93%
1912982489,78725,KIDNEY FUNCJ STUDY NON-IMG RADIOISOTOPIC STUDY,yes,10/1/2022,12/31/9999,11,91%
1922071703,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1922071703,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,6,33%
1922119890,GENETICS,OFFICE // UNIT(S),no,10/1/2022,12/31/9999,5,0%
1922188267,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,8,100%
1922188267,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,8,100%
1922238922,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1922392778,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,20%
1932162252,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,10,80%
1932294469,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,6,83%
1932300779,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1932327533,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,63%
1932337540,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,6,83%
1932337540,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,22,91%
1932407350,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1942620216,MEDICAL CARE,OFFICE // UNIT(S),no,10/1/2022,12/31/9999,6,0%
1952333262,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,38%
1952343501,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,9,100%
1952343857,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,7,71%
1952375313,36471,INJECTION SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,5,80%
1952391161,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,9,89%
1952403958,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,71%
1952561870,J9035,INJECTION BEVACIZUMAB 10 MG,yes,10/1/2022,12/31/9999,11,91%
1952562324,87116,CULTURE TUBERCLE/OTH ACID-FAST BACILLI ANY ISOL,yes,10/1/2022,12/31/9999,5,100%
1952562324,TRANSPLANTS,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,7,100%
1952664427,H0010,ALCOHOL &/ DRUG SRVC; SUB-ACUTE DTOX RES PROG IP,yes,10/1/2022,12/31/9999,27,100%
1952664427,H0015,ALCOHL&/RX SRVC;INTENSV OP;CRISIS INTRVN&ACTV TX,yes,10/1/2022,12/31/9999,60,100%
1952664427,H0017,BEHAVIORAL HEALTH; RES W/O ROOM&BOARD PER DIEM,yes,10/1/2022,12/31/9999,26,96%
1952664427,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,21,100%
1952664427,S0201,PARTIAL HOSITALIZATION SERVICES < 24 HR PER DIEM,yes,10/1/2022,12/31/9999,20,90%
1952664427,SUBSTANCE ABUSE,INPATIENT PSYCHIATRIC FACILITY // DAY(S),no,10/1/2022,12/31/9999,24,75%
1952664427,SUBSTANCE ABUSE,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FACILITY // DAY(S),no,10/1/2022,12/31/9999,38,63%
1962474403,77280,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,yes,10/1/2022,12/31/9999,5,100%
1962474403,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,5,100%
1962474403,77295,3-D RADIOTHERAPY PLAN DOSE-VOLUME HISTOGRAMS,yes,10/1/2022,12/31/9999,5,100%
1962474403,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,7,100%
1962474403,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,7,100%
1962474403,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,7,100%
1962474403,77412,RADIATION TREATMENT DELIVERY 1 MEV => COMPLEX,yes,10/1/2022,12/31/9999,5,100%
1962474403,77417,THERAPEUTIC RADIOLOGY PORT IMAGES(S),yes,10/1/2022,12/31/9999,5,100%
1962480632,11042,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,yes,10/1/2022,12/31/9999,7,100%
1962480632,11045,DBRDMT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM,yes,10/1/2022,12/31/9999,7,100%
1962651067,95700,EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,no,10/1/2022,12/31/9999,5,20%
1962656272,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,8,100%
1962656272,S9480,INTENSIVE OP PSYCHIATRIC SERVICES PER DIEM,yes,10/1/2022,12/31/9999,5,100%
1962658674,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,15,87%
1962668970,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,29%
1962794560,77014,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,yes,10/1/2022,12/31/9999,6,100%
1962794560,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,6,100%
1962794560,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,7,100%
1962794560,77301,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,yes,10/1/2022,12/31/9999,6,100%
1962794560,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,5,100%
1962794560,77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,yes,10/1/2022,12/31/9999,7,100%
1972541357,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1972570489,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1972640266,70480,CT ORBIT SELLA/POST FOSSA/EAR W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1972794154,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,43%
1972798031,27130,ARTHRP ACETBLR/PROX FEM PROSTC AGRFT/ALGRFT,no,10/1/2022,12/31/9999,8,88%
1972798031,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,24,92%
1972798031,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,5,100%
1972798031,J7321,HYALURONAN/DERIV HYALGAN/SUPARTZ IA INJ PER DOSE,no,10/1/2022,12/31/9999,11,82%
1972865731,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,17,94%
1972865731,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,16,94%
1972865731,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,7,100%
1972865731,77332,TX DEVICES DESIGN & CONSTRUCTION SIMPLE,yes,10/1/2022,12/31/9999,11,91%
1972865731,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,7,100%
1972865731,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,7,100%
1972865731,77386,INTENSITY MODULATED RADIATION TX DLVR COMPLEX,yes,10/1/2022,12/31/9999,5,100%
1972865731,77387,GUIDANCE FOR LOCLZJ TARGET VOL FOR RADJ TX DLVR,yes,10/1/2022,12/31/9999,5,100%
1972865731,77427,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,yes,10/1/2022,12/31/9999,7,100%
1972865731,G6002,STEREOSCOPIC X-RAY GUID LOCALIZ TRG VOL DEL RT,yes,10/1/2022,12/31/9999,5,100%
1972865731,G6015,INTENSITY MODULATED TX DEL 1/MX FLDS PER TX SESS,yes,10/1/2022,12/31/9999,5,100%
1972946077,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,9,100%
1972946077,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,6,100%
1972983567,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1982192852,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1982614251,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1982614251,72156,MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,no,10/1/2022,12/31/9999,5,80%
1982620373,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,yes,10/1/2022,12/31/9999,8,100%
1982634200,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,40%
1982646121,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1982646121,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1982656583,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,6,100%
1982656583,SUBSTANCE ABUSE,INPATIENT PSYCHIATRIC FACILITY // DAY(S),no,10/1/2022,12/31/9999,7,71%
1982656583,SUBSTANCE ABUSE,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FACILITY // DAY(S),yes,10/1/2022,12/31/9999,13,92%
1982664413,81162,BRCA1 BRCA2 GENE ALYS FULL SEQ FULL DUP/DEL ALYS,no,10/1/2022,12/31/9999,22,41%
1982845343,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1982869293,70450,CT HEAD/BRAIN W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,9,100%
1982869293,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,60%
1982869293,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,39,41%
1982871695,95250,CONT GLUC MNTR PHYSICIAN/QHP PROVIDED EQUIPTMENT,no,10/1/2022,12/31/9999,5,40%
1982871695,95251,CONTINUOUS GLUCOSE MONITORING ANALYSIS I&R,no,10/1/2022,12/31/9999,5,40%
1982929253,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1982929253,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1982929253,95700,EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,yes,10/1/2022,12/31/9999,9,100%
1982975405,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,11,73%
1992084735,17311,MOHS MICROGRAPHIC H/N/H/F/G 1ST STAGE 5 BLOCKS,yes,10/1/2022,12/31/9999,7,100%
1992084735,17312,MOHS MICROGRAPHIC H/N/H/F/G EACH ADDL STAGE,yes,10/1/2022,12/31/9999,7,100%
1992755953,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1992917413,71260,CT THORAX W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,40%
1992917413,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,71%
1992965156,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,38,97%
1992965156,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,no,10/1/2022,12/31/9999,11,82%
